Team,Opponent,Date,Win,OffAdjusted,DefAdjusted,OffAdjusted2,DefAdjusted2
Valparaiso,Bradley,2018,1,98.1,102.9,101,101.4
NJIT,North Alabama,2018,0,102.2,103.1,95.1,105.1
North Alabama,NJIT,2018,1,95.1,105.1,102.2,103.1
Abilene Christ.,Stephen F. Austin,2018,0,103.7,101.6,95.4,108.2
Stephen F. Austin,Abilene Christ.,2018,1,95.4,108.2,103.7,101.6
Fairfield,Siena,2018,0,95.8,107.3,100.5,109
Siena,Fairfield,2018,1,100.5,109,95.8,107.3
Wisconsin,Michigan,2018,0,110.9,87.3,115.6,86.2
Michigan,Wisconsin,2018,1,115.6,86.2,110.9,87.3
High Point,Campbell,2018,0,99.2,104.7,107.8,109.9
Campbell,High Point,2018,1,107.8,109.9,99.2,104.7
Alabama A&M,Alcorn State,2018,0,86.5,109.3,88.8,113.5
Alcorn State,Alabama A&M,2018,1,88.8,113.5,86.5,109.3
Alcorn State,Southern,2018,0,88.8,113.5,93.7,112.2
Southern,Alcorn State,2018,1,93.7,112.2,88.8,113.5
North Dakota St.,Montana,2018,0,106.7,109.8,107.5,103.9
Montana,North Dakota St.,2018,1,107.5,103.9,106.7,109.8
Utah State,Houston,2018,0,113,96.4,114.2,91.8
Houston,Utah State,2018,1,114.2,91.8,113,96.4
Siena,Holy Cross,2018,0,100.5,109,101,107.8
Holy Cross,Siena,2018,1,101,107.8,100.5,109
Fairl. Dickinson,South Florida,2018,0,106.7,110.5,102.4,97.3
South Florida,Fairl. Dickinson,2018,1,102.4,97.3,106.7,110.5
Rhode Island,Saint Louis,2018,0,103.7,101.2,102.5,96.4
Saint Louis,Rhode Island,2018,1,102.5,96.4,103.7,101.2
Columbia,Cornell,2018,0,101.8,106.3,99.8,104.8
Cornell,Columbia,2018,1,99.8,104.8,101.8,106.3
Manhattan,Rider,2018,0,89.4,104.6,101.3,105.8
Rider,Manhattan,2018,1,101.3,105.8,89.4,104.6
Delaware State,Florida A&M,2018,0,84.3,113.9,89,103.3
Florida A&M,Delaware State,2018,1,89,103.3,84.3,113.9
Pacific,Loyola Marymount,2018,0,99.8,104.3,103.6,100.3
Loyola Marymount,Pacific,2018,1,103.6,100.3,99.8,104.3
Notre Dame,Virginia,2018,0,108.3,100.8,123.6,88.1
Virginia,Notre Dame,2018,1,123.6,88.1,108.3,100.8
UCF,Cincinnati,2018,0,110.5,95.8,111.7,94.6
Cincinnati,UCF,2018,1,111.7,94.6,110.5,95.8
Maine,New Hampshire,2018,0,93.1,111.8,84.2,107.3
New Hampshire,Maine,2018,1,84.2,107.3,93.1,111.8
Manhattan,Northern Ky.,2018,0,89.4,104.6,109.4,102.7
Northern Ky.,Manhattan,2018,1,109.4,102.7,89.4,104.6
Rhode Island,Providence,2018,0,103.7,101.2,105,95.8
Providence,Rhode Island,2018,1,105,95.8,103.7,101.2
George Mason,Kansas State,2018,0,104.4,103.8,108,87.8
Kansas State,George Mason,2018,1,108,87.8,104.4,103.8
Jackson State,Alabama State,2018,0,89.8,104.7,94.6,111.1
Alabama State,Jackson State,2018,1,94.6,111.1,89.8,104.7
Binghamton,Stony Brook,2018,0,95.9,112.7,99.2,99.9
Stony Brook,Binghamton,2018,1,99.2,99.9,95.9,112.7
Furman,Wofford,2018,0,109,96.3,118.5,97.7
Wofford,Furman,2018,1,118.5,97.7,109,96.3
Minnesota,Michigan,2018,0,110.7,96.3,115.6,86.2
Michigan,Minnesota,2018,1,115.6,86.2,110.7,96.3
San Jose State,Wyoming,2018,0,91.8,113.7,95,108.7
Wyoming,San Jose State,2018,1,95,108.7,91.8,113.7
Georgia Tech,Florida State,2018,0,101.8,96,113,90.5
Florida State,Georgia Tech,2018,1,113,90.5,101.8,96
Virginia Tech,Clemson,2018,0,118.5,94.1,109,91.5
Clemson,Virginia Tech,2018,1,109,91.5,118.5,94.1
Oklahoma,Baylor,2018,0,109.5,94,113.6,98.3
Baylor,Oklahoma,2018,1,113.6,98.3,109.5,94
Northwestern,Nebraska,2018,0,103,93.5,112.6,97.2
Nebraska,Northwestern,2018,1,112.6,97.2,103,93.5
Seattle,New Mexico St.,2018,0,100.8,102.3,112.7,99.1
New Mexico St.,Seattle,2018,1,112.7,99.1,100.8,102.3
Alabama A&M,Southern,2018,0,86.5,109.3,93.7,112.2
Southern,Alabama A&M,2018,1,93.7,112.2,86.5,109.3
Marist,Fairfield,2018,0,100.1,109.6,95.8,107.3
Fairfield,Marist,2018,1,95.8,107.3,100.1,109.6
Penn,Harvard,2018,0,104,99.8,104.8,100.4
Harvard,Penn,2018,1,104.8,100.4,104,99.8
Maine,Quinnipiac,2018,0,93.1,111.8,105.3,111.5
Quinnipiac,Maine,2018,1,105.3,111.5,93.1,111.8
Illinois State,Valparaiso,2018,0,101.2,104.6,98.1,102.9
Valparaiso,Illinois State,2018,1,98.1,102.9,101.2,104.6
William & Mary,Delaware,2018,0,103.4,108.1,104.8,112.9
Delaware,William & Mary,2018,1,104.8,112.9,103.4,108.1
Evansville,Illinois State,2018,0,99.4,104.7,101.2,104.6
Illinois State,Evansville,2018,1,101.2,104.6,99.4,104.7
Texas Tech,Kansas State,2018,0,112.8,86,108,87.8
Kansas State,Texas Tech,2018,1,108,87.8,112.8,86
Vanderbilt,Tennessee,2018,0,102.1,101.2,122.6,95.6
Tennessee,Vanderbilt,2018,1,122.6,95.6,102.1,101.2
Brown,Penn,2018,0,98.7,96.9,104,99.8
Penn,Brown,2018,1,104,99.8,98.7,96.9
VCU,Virginia,2018,0,104.3,88.7,123.6,88.1
Virginia,VCU,2018,1,123.6,88.1,104.3,88.7
Drake,Northern Iowa,2018,0,107.1,102.7,101.2,102.4
Northern Iowa,Drake,2018,1,101.2,102.4,107.1,102.7
Lafayette,Colgate,2018,0,101.4,112.7,110.1,105.8
Colgate,Lafayette,2018,1,110.1,105.8,101.4,112.7
Wagner,Robert Morris,2018,0,93.9,107.1,95.9,104.2
Robert Morris,Wagner,2018,1,95.9,104.2,93.9,107.1
Charlotte,UTEP,2018,0,95.5,106.6,89.9,101.2
UTEP,Charlotte,2018,1,89.9,101.2,95.5,106.6
Stony Brook,UMBC,2018,0,99.2,99.9,96,101.8
UMBC,Stony Brook,2018,1,96,101.8,99.2,99.9
Delaware,Elon,2018,0,104.8,112.9,99,111.1
Elon,Delaware,2018,1,99,111.1,104.8,112.9
Stetson,Liberty,2018,0,97.6,113.3,110.6,99.6
Liberty,Stetson,2018,1,110.6,99.6,97.6,113.3
Campbell,High Point,2018,0,107.8,109.9,99.2,104.7
High Point,Campbell,2018,1,99.2,104.7,107.8,109.9
Akron,Ball State,2018,0,99.9,93.8,102.4,98.3
Ball State,Akron,2018,1,102.4,98.3,99.9,93.8
Kennesaw State,Kansas State,2018,0,91.8,110.7,108,87.8
Kansas State,Kennesaw State,2018,1,108,87.8,91.8,110.7
Holy Cross,Michigan,2018,0,101,107.8,115.6,86.2
Michigan,Holy Cross,2018,1,115.6,86.2,101,107.8
Vanderbilt,Kentucky,2018,0,102.1,101.2,118.3,90.9
Kentucky,Vanderbilt,2018,1,118.3,90.9,102.1,101.2
Milwaukee,Wright State,2018,0,98.3,109.5,106.7,102
Wright State,Milwaukee,2018,1,106.7,102,98.3,109.5
Army,Holy Cross,2018,0,96.2,103,101,107.8
Holy Cross,Army,2018,1,101,107.8,96.2,103
Clemson,Louisville,2018,0,109,91.5,113.4,92.5
Louisville,Clemson,2018,1,113.4,92.5,109,91.5
New Hampshire,UMBC,2018,0,84.2,107.3,96,101.8
UMBC,New Hampshire,2018,1,96,101.8,84.2,107.3
Stony Brook,Vermont,2018,0,99.2,99.9,108,99.3
Vermont,Stony Brook,2018,1,108,99.3,99.2,99.9
East Carolina,Charlotte,2018,0,98,107,95.5,106.6
Charlotte,East Carolina,2018,1,95.5,106.6,98,107
Southern Miss,Kansas State,2018,0,106.6,100.2,108,87.8
Kansas State,Southern Miss,2018,1,108,87.8,106.6,100.2
American,Bucknell,2018,0,101.9,105,105.5,103.7
Bucknell,American,2018,1,105.5,103.7,101.9,105
Louisiana Tech,Charlotte,2018,0,104.8,101.8,95.5,106.6
Charlotte,Louisiana Tech,2018,1,95.5,106.6,104.8,101.8
High Point,Longwood,2018,0,99.2,104.7,96.3,106.6
Longwood,High Point,2018,1,96.3,106.6,99.2,104.7
Florida,TCU,2018,0,110.3,91.9,110.4,96.3
TCU,Florida,2018,1,110.4,96.3,110.3,91.9
Bradley,Missouri State,2018,0,101,101.4,103,103.9
Missouri State,Bradley,2018,1,103,103.9,101,101.4
Wichita State,South Florida,2018,0,106,98.5,102.4,97.3
South Florida,Wichita State,2018,1,102.4,97.3,106,98.5
Towson,Charleston,2018,0,100.1,110.6,108.5,103.4
Charleston,Towson,2018,1,108.5,103.4,100.1,110.6
North Alabama,UNC Greensboro,2018,0,95.1,105.1,106.6,97.9
UNC Greensboro,North Alabama,2018,1,106.6,97.9,95.1,105.1
Manhattan,Siena,2018,0,89.4,104.6,100.5,109
Siena,Manhattan,2018,1,100.5,109,89.4,104.6
Holy Cross,Navy,2018,0,101,107.8,97.2,107.1
Navy,Holy Cross,2018,1,97.2,107.1,101,107.8
Kansas State,Tulsa,2018,0,108,87.8,104.7,100.5
Tulsa,Kansas State,2018,1,104.7,100.5,108,87.8
Longwood,Charlotte,2018,0,96.3,106.6,95.5,106.6
Charlotte,Longwood,2018,1,95.5,106.6,96.3,106.6
FIU,Arkansas,2018,0,102,105.2,110.3,97.3
Arkansas,FIU,2018,1,110.3,97.3,102,105.2
San Jose State,Fresno State,2018,0,91.8,113.7,108.3,98.6
Fresno State,San Jose State,2018,1,108.3,98.6,91.8,113.7
Idaho State,Gonzaga,2018,0,101.9,118.2,125.2,92.5
Gonzaga,Idaho State,2018,1,125.2,92.5,101.9,118.2
Savannah State,Vanderbilt,2018,0,96.3,116,102.1,101.2
Vanderbilt,Savannah State,2018,1,102.1,101.2,96.3,116
Lafayette,Bucknell,2018,0,101.4,112.7,105.5,103.7
Bucknell,Lafayette,2018,1,105.5,103.7,101.4,112.7
Incarnate Word,Houston Baptist,2018,0,97.5,120.3,102.9,112.6
Houston Baptist,Incarnate Word,2018,1,102.9,112.6,97.5,120.3
Delaware State,Ball State,2018,0,84.3,113.9,102.4,98.3
Ball State,Delaware State,2018,1,102.4,98.3,84.3,113.9
Ohio,Buffalo,2018,0,98.7,100.2,115,94.6
Buffalo,Ohio,2018,1,115,94.6,98.7,100.2
Stetson,Duke,2018,0,97.6,113.3,120.1,88.2
Duke,Stetson,2018,1,120.1,88.2,97.6,113.3
BYU,Weber State,2018,0,111.7,104.1,101.4,106.5
Weber State,BYU,2018,1,101.4,106.5,111.7,104.1
Savannah State,Georgia,2018,0,96.3,116,105.9,101.7
Georgia,Savannah State,2018,1,105.9,101.7,96.3,116
Dartmouth,Buffalo,2018,0,103.3,108,115,94.6
Buffalo,Dartmouth,2018,1,115,94.6,103.3,108
Savannah State,Iowa,2018,0,96.3,116,117.2,101.3
Iowa,Savannah State,2018,1,117.2,101.3,96.3,116
Toledo,Buffalo,2018,0,110.1,98.1,115,94.6
Buffalo,Toledo,2018,1,115,94.6,110.1,98.1
Houston Baptist,Lamar,2018,0,102.9,112.6,103.1,107.7
Lamar,Houston Baptist,2018,1,103.1,107.7,102.9,112.6
Yale,Memphis,2018,0,111.7,103.2,109,97.7
Memphis,Yale,2018,1,109,97.7,111.7,103.2
Tennessee Tech,UNC,2018,0,89.6,104.6,119.9,90.8
UNC,Tennessee Tech,2018,1,119.9,90.8,89.6,104.6
Navy,Lipscomb,2018,0,97.2,107.1,111,97.2
Lipscomb,Navy,2018,1,111,97.2,97.2,107.1
Samford,Wofford,2018,0,106.7,104.4,118.5,97.7
Wofford,Samford,2018,1,118.5,97.7,106.7,104.4
Arkansas,Tennessee,2018,0,110.3,97.3,122.6,95.6
Tennessee,Arkansas,2018,1,122.6,95.6,110.3,97.3
UNLV,Air Force,2018,0,105.9,106.1,100.5,107.4
Air Force,UNLV,2018,1,100.5,107.4,105.9,106.1
UNC Asheville,Presbyterian,2018,0,92.9,117,109.1,111.1
Presbyterian,UNC Asheville,2018,1,109.1,111.1,92.9,117
Alabama State,Iowa,2018,0,94.6,111.1,117.2,101.3
Iowa,Alabama State,2018,1,117.2,101.3,94.6,111.1
Rice,BYU,2018,0,103,110.4,111.7,104.1
BYU,Rice,2018,1,111.7,104.1,103,110.4
FIU,Marshall,2018,0,102,105.2,107.4,107.6
Marshall,FIU,2018,1,107.4,107.6,102,105.2
San Jose State,Boise State,2018,0,91.8,113.7,107.2,104
Boise State,San Jose State,2018,1,107.2,104,91.8,113.7
Chicago State,Indiana,2018,0,90.3,118.3,110.2,95.1
Indiana,Chicago State,2018,1,110.2,95.1,90.3,118.3
Texas Southern,Gonzaga,2018,0,104,108.6,125.2,92.5
Gonzaga,Texas Southern,2018,1,125.2,92.5,104,108.6
Southern,Louisville,2018,0,93.7,112.2,113.4,92.5
Louisville,Southern,2018,1,113.4,92.5,93.7,112.2
Savannah State,Kent State,2018,0,96.3,116,109.7,106.8
Kent State,Savannah State,2018,1,109.7,106.8,96.3,116
Marshall,Maryland,2018,0,107.4,107.6,113.9,94
Maryland,Marshall,2018,1,113.9,94,107.4,107.6
Chicago State,DePaul,2018,0,90.3,118.3,110.7,104.5
DePaul,Chicago State,2018,1,110.7,104.5,90.3,118.3
Green Bay,Michigan State,2018,0,103,106.5,121.8,90.5
Michigan State,Green Bay,2018,1,121.8,90.5,103,106.5
Idaho State,Montana State,2018,0,101.9,118.2,107.5,115.2
Montana State,Idaho State,2018,1,107.5,115.2,101.9,118.2
UCLA,Stanford,2018,0,108.5,102.6,103.4,98.2
Stanford,UCLA,2018,1,103.4,98.2,108.5,102.6
Texas Southern,San Diego State,2018,0,104,108.6,103.8,98.8
San Diego State,Texas Southern,2018,1,103.8,98.8,104,108.6
VMI,Presbyterian,2018,0,102.3,112.3,109.1,111.1
Presbyterian,VMI,2018,1,109.1,111.1,102.3,112.3
Gonzaga,UNC,2018,0,125.2,92.5,119.9,90.8
UNC,Gonzaga,2018,1,119.9,90.8,125.2,92.5
Buffalo,Marquette,2018,0,115,94.6,114.1,95.9
Marquette,Buffalo,2018,1,114.1,95.9,115,94.6
BYU,Mississippi St.,2018,0,111.7,104.1,117.5,96.7
Mississippi St.,BYU,2018,1,117.5,96.7,111.7,104.1
Monmouth,Iona,2018,0,93,103.9,106.5,109.7
Iona,Monmouth,2018,1,106.5,109.7,93,103.9
Virginia Tech,UNC,2018,0,118.5,94.1,119.9,90.8
UNC,Virginia Tech,2018,1,119.9,90.8,118.5,94.1
San Jose State,Utah State,2018,0,91.8,113.7,113,96.4
Utah State,San Jose State,2018,1,113,96.4,91.8,113.7
Gardner-Webb,Presbyterian,2018,0,107.6,108.3,109.1,111.1
Presbyterian,Gardner-Webb,2018,1,109.1,111.1,107.6,108.3
Chicago State,Utah Valley,2018,0,90.3,118.3,108.9,102.1
Utah Valley,Chicago State,2018,1,108.9,102.1,90.3,118.3
North Dakota St.,Gonzaga,2018,0,106.7,109.8,125.2,92.5
Gonzaga,North Dakota St.,2018,1,125.2,92.5,106.7,109.8
North Florida,FIU,2018,0,103.8,104.6,102,105.2
FIU,North Florida,2018,1,102,105.2,103.8,104.6
USC,Santa Clara,2018,0,109.3,101.6,101.8,103.8
Santa Clara,USC,2018,1,101.8,103.8,109.3,101.6
Little Rock,Georgetown,2018,0,99.8,104.8,109.2,101.9
Georgetown,Little Rock,2018,1,109.2,101.9,99.8,104.8
Howard,Georgetown,2018,0,101.9,114.3,109.2,101.9
Georgetown,Howard,2018,1,109.2,101.9,101.9,114.3
North Alabama,Lipscomb,2018,0,95.1,105.1,111,97.2
Lipscomb,North Alabama,2018,1,111,97.2,95.1,105.1
Elon,Hofstra,2018,0,99,111.1,116.3,108.7
Hofstra,Elon,2018,1,116.3,108.7,99,111.1
Tulane,Memphis,2018,0,96.6,107.4,109,97.7
Memphis,Tulane,2018,1,109,97.7,96.6,107.4
BYU,Gonzaga,2018,0,111.7,104.1,125.2,92.5
Gonzaga,BYU,2018,1,125.2,92.5,111.7,104.1
South Alabama,Auburn,2018,0,103.1,107.5,119.7,96.3
Auburn,South Alabama,2018,1,119.7,96.3,103.1,107.5
Alabama A&M,Houston,2018,0,86.5,109.3,114.2,91.8
Houston,Alabama A&M,2018,1,114.2,91.8,86.5,109.3
Tennessee Tech,Michigan State,2018,0,89.6,104.6,121.8,90.5
Michigan State,Tennessee Tech,2018,1,121.8,90.5,89.6,104.6
Marshall,Ohio,2018,0,107.4,107.6,98.7,100.2
Ohio,Marshall,2018,1,98.7,100.2,107.4,107.6
Missouri State,Oregon State,2018,0,103,103.9,111.2,103.3
Oregon State,Missouri State,2018,1,111.2,103.3,103,103.9
Detroit,Toledo,2018,0,106.2,112.6,110.1,98.1
Toledo,Detroit,2018,1,110.1,98.1,106.2,112.6
Southern,Iowa State,2018,0,93.7,112.2,119.1,97.3
Iowa State,Southern,2018,1,119.1,97.3,93.7,112.2
Savannah State,Wisconsin,2018,0,96.3,116,110.9,87.3
Wisconsin,Savannah State,2018,1,110.9,87.3,96.3,116
Princeton,Duke,2018,0,98.7,99.7,120.1,88.2
Duke,Princeton,2018,1,120.1,88.2,98.7,99.7
Denver,Gonzaga,2018,0,99.8,112.9,125.2,92.5
Gonzaga,Denver,2018,1,125.2,92.5,99.8,112.9
Green Bay,Detroit,2018,0,103,106.5,106.2,112.6
Detroit,Green Bay,2018,1,106.2,112.6,103,106.5
Marshall,Southern Miss,2018,0,107.4,107.6,106.6,100.2
Southern Miss,Marshall,2018,1,106.6,100.2,107.4,107.6
Hampton,Winthrop,2018,0,107.5,110.1,106.4,107.7
Winthrop,Hampton,2018,1,106.4,107.7,107.5,110.1
Georgetown,DePaul,2018,0,109.2,101.9,110.7,104.5
DePaul,Georgetown,2018,1,110.7,104.5,109.2,101.9
Morgan State,Villanova,2018,0,92.6,110.6,116.9,98.4
Villanova,Morgan State,2018,1,116.9,98.4,92.6,110.6
Hartford,Utah State,2018,0,108.4,110.6,113,96.4
Utah State,Hartford,2018,1,113,96.4,108.4,110.6
Illinois State,Belmont,2018,0,101.2,104.6,115,101.3
Belmont,Illinois State,2018,1,115,101.3,101.2,104.6
Drake,Colorado,2018,0,107.1,102.7,107,96.5
Colorado,Drake,2018,1,107,96.5,107.1,102.7
Belmont,Green Bay,2018,0,115,101.3,103,106.5
Green Bay,Belmont,2018,1,103,106.5,115,101.3
New Mexico,New Mexico St.,2018,0,104,105.6,112.7,99.1
New Mexico St.,New Mexico,2018,1,112.7,99.1,104,105.6
Jacksonville,Notre Dame,2018,0,98.8,106.2,108.3,100.8
Notre Dame,Jacksonville,2018,1,108.3,100.8,98.8,106.2
Marshall,Virginia,2018,0,107.4,107.6,123.6,88.1
Virginia,Marshall,2018,1,123.6,88.1,107.4,107.6
Alabama A&M,Pepperdine,2018,0,86.5,109.3,106.7,105.4
Pepperdine,Alabama A&M,2018,1,106.7,105.4,86.5,109.3
Colorado State,Nevada,2018,0,107.5,108.7,114.1,95.2
Nevada,Colorado State,2018,1,114.1,95.2,107.5,108.7
Tennessee State,Murray State,2018,0,98.6,109.5,112.2,98.7
Murray State,Tennessee State,2018,1,112.2,98.7,98.6,109.5
FIU,UTSA,2018,0,102,105.2,105.8,104.1
UTSA,FIU,2018,1,105.8,104.1,102,105.2
Idaho,Montana,2018,0,94.9,118.8,107.5,103.9
Montana,Idaho,2018,1,107.5,103.9,94.9,118.8
Evansville,Illinois,2018,0,99.4,104.7,109.1,100.7
Illinois,Evansville,2018,1,109.1,100.7,99.4,104.7
Coppin State,Wofford,2018,0,88.6,109.1,118.5,97.7
Wofford,Coppin State,2018,1,118.5,97.7,88.6,109.1
Winthrop,Davidson,2018,0,106.4,107.7,108,100.2
Davidson,Winthrop,2018,1,108,100.2,106.4,107.7
Little Rock,Memphis,2018,0,99.8,104.8,109,97.7
Memphis,Little Rock,2018,1,109,97.7,99.8,104.8
Oakland,Michigan State,2018,0,107.4,109.5,121.8,90.5
Michigan State,Oakland,2018,1,121.8,90.5,107.4,109.5
Iona,Yale,2018,0,106.5,109.7,111.7,103.2
Yale,Iona,2018,1,111.7,103.2,106.5,109.7
Tennessee State,Memphis,2018,0,98.6,109.5,109,97.7
Memphis,Tennessee State,2018,1,109,97.7,98.6,109.5
Winthrop,Presbyterian,2018,0,106.4,107.7,109.1,111.1
Presbyterian,Winthrop,2018,1,109.1,111.1,106.4,107.7
Rutgers,Illinois,2018,0,105.6,96.3,109.1,100.7
Illinois,Rutgers,2018,1,109.1,100.7,105.6,96.3
Idaho State,Portland State,2018,0,101.9,118.2,101.6,112
Portland State,Idaho State,2018,1,101.6,112,101.9,118.2
Detroit,Northern Ky.,2018,0,106.2,112.6,109.4,102.7
Northern Ky.,Detroit,2018,1,109.4,102.7,106.2,112.6
Alcorn State,Texas Southern,2018,0,88.8,113.5,104,108.6
Texas Southern,Alcorn State,2018,1,104,108.6,88.8,113.5
Savannah State,Texas A&M,2018,0,96.3,116,107,99.5
Texas A&M,Savannah State,2018,1,107,99.5,96.3,116
Hartford,Sacred Heart,2018,0,108.4,110.6,104.2,110.7
Sacred Heart,Hartford,2018,1,104.2,110.7,108.4,110.6
North Florida,Florida,2018,0,103.8,104.6,110.3,91.9
Florida,North Florida,2018,1,110.3,91.9,103.8,104.6
Montana,Creighton,2018,0,107.5,103.9,112.9,99.6
Creighton,Montana,2018,1,112.9,99.6,107.5,103.9
Denver,Utah Valley,2018,0,99.8,112.9,108.9,102.1
Utah Valley,Denver,2018,1,108.9,102.1,99.8,112.9
Detroit,Dayton,2018,0,106.2,112.6,111.9,100.6
Dayton,Detroit,2018,1,111.9,100.6,106.2,112.6
Iowa State,Iowa,2018,0,119.1,97.3,117.2,101.3
Iowa,Iowa State,2018,1,117.2,101.3,119.1,97.3
Grand Canyon,Texas,2018,0,108.1,102,114.1,96.5
Texas,Grand Canyon,2018,1,114.1,96.5,108.1,102
Wofford,Mississippi St.,2018,0,118.5,97.7,117.5,96.7
Mississippi St.,Wofford,2018,1,117.5,96.7,118.5,97.7
Howard,Ball State,2018,0,101.9,114.3,102.4,98.3
Ball State,Howard,2018,1,102.4,98.3,101.9,114.3
Portland State,Montana State,2018,0,101.6,112,107.5,115.2
Montana State,Portland State,2018,1,107.5,115.2,101.6,112
California,UCLA,2018,0,103,110.2,108.5,102.6
UCLA,California,2018,1,108.5,102.6,103,110.2
Bryant,Sacred Heart,2018,0,99.4,114.8,104.2,110.7
Sacred Heart,Bryant,2018,1,104.2,110.7,99.4,114.8
West Virginia,TCU,2018,0,109.1,101.9,110.4,96.3
TCU,West Virginia,2018,1,110.4,96.3,109.1,101.9
Texas,Georgia,2018,0,114.1,96.5,105.9,101.7
Georgia,Texas,2018,1,105.9,101.7,114.1,96.5
Columbia,Harvard,2018,0,101.8,106.3,104.8,100.4
Harvard,Columbia,2018,1,104.8,100.4,101.8,106.3
Rider,Quinnipiac,2018,0,101.3,105.8,105.3,111.5
Quinnipiac,Rider,2018,1,105.3,111.5,101.3,105.8
Cornell,Robert Morris,2018,0,99.8,104.8,95.9,104.2
Robert Morris,Cornell,2018,1,95.9,104.2,99.8,104.8
UNC Wilmington,Campbell,2018,0,105.4,114.4,107.8,109.9
Campbell,UNC Wilmington,2018,1,107.8,109.9,105.4,114.4
Bryant,Rhode Island,2018,0,99.4,114.8,103.7,101.2
Rhode Island,Bryant,2018,1,103.7,101.2,99.4,114.8
UNC Greensboro,LSU,2018,0,106.6,97.9,118.6,97.5
LSU,UNC Greensboro,2018,1,118.6,97.5,106.6,97.9
Tennessee Tech,Savannah State,2018,0,89.6,104.6,96.3,116
Savannah State,Tennessee Tech,2018,1,96.3,116,89.6,104.6
Coppin State,Virginia,2018,0,88.6,109.1,123.6,88.1
Virginia,Coppin State,2018,1,123.6,88.1,88.6,109.1
Howard,Little Rock,2018,0,101.9,114.3,99.8,104.8
Little Rock,Howard,2018,1,99.8,104.8,101.9,114.3
Idaho State,Pepperdine,2018,0,101.9,118.2,106.7,105.4
Pepperdine,Idaho State,2018,1,106.7,105.4,101.9,118.2
Savannah State,Gardner-Webb,2018,0,96.3,116,107.6,108.3
Gardner-Webb,Savannah State,2018,1,107.6,108.3,96.3,116
Lehigh,Yale,2018,0,108.7,109.5,111.7,103.2
Yale,Lehigh,2018,1,111.7,103.2,108.7,109.5
UNC Wilmington,UNC,2018,0,105.4,114.4,119.9,90.8
UNC,UNC Wilmington,2018,1,119.9,90.8,105.4,114.4
Green Bay,Bowling Green,2018,0,103,106.5,108.3,102.1
Bowling Green,Green Bay,2018,1,108.3,102.1,103,106.5
Drexel,UNC Wilmington,2018,0,105.5,112.9,105.4,114.4
UNC Wilmington,Drexel,2018,1,105.4,114.4,105.5,112.9
New Mexico,San Diego State,2018,0,104,105.6,103.8,98.8
San Diego State,New Mexico,2018,1,103.8,98.8,104,105.6
Gardner-Webb,Winthrop,2018,0,107.6,108.3,106.4,107.7
Winthrop,Gardner-Webb,2018,1,106.4,107.7,107.6,108.3
Robert Morris,Fairl. Dickinson,2018,0,95.9,104.2,106.7,110.5
Fairl. Dickinson,Robert Morris,2018,1,106.7,110.5,95.9,104.2
Detroit,Northern Ky.,2018,0,106.2,112.6,109.4,102.7
Northern Ky.,Detroit,2018,1,109.4,102.7,106.2,112.6
Bryant,Fairl. Dickinson,2018,0,99.4,114.8,106.7,110.5
Fairl. Dickinson,Bryant,2018,1,106.7,110.5,99.4,114.8
Niagara,Rider,2018,0,101.6,115.2,101.3,105.8
Rider,Niagara,2018,1,101.3,105.8,101.6,115.2
SIU Edwardsville,Belmont,2018,0,96.6,113,115,101.3
Belmont,SIU Edwardsville,2018,1,115,101.3,96.6,113
Lehigh,Bucknell,2018,0,108.7,109.5,105.5,103.7
Bucknell,Lehigh,2018,1,105.5,103.7,108.7,109.5
Seattle,Stanford,2018,0,100.8,102.3,103.4,98.2
Stanford,Seattle,2018,1,103.4,98.2,100.8,102.3
UTEP,New Mexico St.,2018,0,89.9,101.2,112.7,99.1
New Mexico St.,UTEP,2018,1,112.7,99.1,89.9,101.2
Marquette,Indiana,2018,0,114.1,95.9,110.2,95.1
Indiana,Marquette,2018,1,110.2,95.1,114.1,95.9
North Dakota,Kentucky,2018,0,97.4,106.2,118.3,90.9
Kentucky,North Dakota,2018,1,118.3,90.9,97.4,106.2
Arkansas State,Grand Canyon,2018,0,102.3,110,108.1,102
Grand Canyon,Arkansas State,2018,1,108.1,102,102.3,110
Houston Baptist,Wisconsin,2018,0,102.9,112.6,110.9,87.3
Wisconsin,Houston Baptist,2018,1,110.9,87.3,102.9,112.6
Pacific,UNLV,2018,0,99.8,104.3,105.9,106.1
UNLV,Pacific,2018,1,105.9,106.1,99.8,104.3
North Alabama,Gonzaga,2018,0,95.1,105.1,125.2,92.5
Gonzaga,North Alabama,2018,1,125.2,92.5,95.1,105.1
Florida A&M,Memphis,2018,0,89,103.3,109,97.7
Memphis,Florida A&M,2018,1,109,97.7,89,103.3
Tennessee Tech,Tennessee,2018,0,89.6,104.6,122.6,95.6
Tennessee,Tennessee Tech,2018,1,122.6,95.6,89.6,104.6
VMI,Samford,2018,0,102.3,112.3,106.7,104.4
Samford,VMI,2018,1,106.7,104.4,102.3,112.3
Georgia,Tennessee,2018,0,105.9,101.7,122.6,95.6
Tennessee,Georgia,2018,1,122.6,95.6,105.9,101.7
North Alabama,North Florida,2018,0,95.1,105.1,103.8,104.6
North Florida,North Alabama,2018,1,103.8,104.6,95.1,105.1
Providence,Georgetown,2018,0,105,95.8,109.2,101.9
Georgetown,Providence,2018,1,109.2,101.9,105,95.8
Indiana State,Bradley,2018,0,101.1,105.2,101,101.4
